Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Finish,View,Amenities,Amenities_Count,Is_Installments
Apartment,cairo el haram shareaa el haram,3300000.0,18750.0,176.0,3.0,2.0,3.0,1,Main Street,,0,0
Apartment,cairo nasr city hay el waha el khamseen st,3000000.0,25000.0,120.0,2.0,2.0,9.0,1,Side Street,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security, Balcony",6,0
Apartment,cairo nasr city zakr hussein el methak,5100000.0,25500.0,200.0,3.0,2.0,6.0,1,Main Street,"Elevator, Water Meter, Electricity Meter, Security",4,0
Apartment,cairo nasr city 1st zone al batrawi st,5500000.0,27500.0,200.0,3.0,2.0,8.0,1,Side Street,"Elevator, Security",2,0
Apartment,cairo nasr city abbas el akkad,5100000.0,25500.0,200.0,3.0,2.0,6.0,1,Side Street,"Elevator, Security",2,0
Villa,cairo 6th of october compounds mountain view icity october mv park mountain view icity october,8000000.0,35556.0,225.0,,,,1,Lake,,0,0
Office,cairo 6th of october lhsry,5300000.0,53000.0,100.0,2.0,1.0,3.0,1,Main Street,"Elevator, Water Meter, Electricity Meter, Security",4,0
Apartment,cairo el sheikh zayed city el hay elthamen area 1,6600000.0,41250.0,160.0,2.0,2.0,0.0,1,Main Street,,0,0
Apartment,cairo 6th of october el ahyaa neighborhood 4th neighbourhood 2,3600000.0,22500.0,160.0,3.0,2.0,1.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Villa,cairo 6th of october compounds grand heights,30000000.0,86957.0,345.0,5.0,4.0,,1,Corner,"Water Meter, Security, Swimming Pool, Balcony",4,0
Apartment,cairo el sheikh zayed city alex cairo desert road mdyn sfnks ljdyd cascada,9500000.0,43182.0,220.0,3.0,3.0,0.0,1,Main Street,"Elevator, Water Meter, Security, Garden, Balcony",5,0
Apartment,cairo al oubour compounds viale residence compound mrs,2604000.0,18870.0,138.0,3.0,3.0,5.0,1,Main Street,,0,1
Commercial,cairo heliopolis mydn lsm yly,5500000.0,30556.0,180.0,,1.0,0.0,1,Side Street,,0,0
Apartment,cairo 6th of october hadaeq october compounds spanish district,2600000.0,28889.0,90.0,3.0,1.0,0.0,1,Garden,Garden,1,0
Apartment,port said mdyn bwr s yd port saaid city taawonyat el giza,1000000.0,4762.0,210.0,5.0,5.0,6.0,1,Main Street,,0,0
Apartment,cairo faisal el talbeya moustafa refae,1900000.0,10556.0,180.0,3.0,2.0,7.0,1,Side Street,"Elevator, Water Meter, Natural Gas, Electricity Meter, Parking",5,0
Apartment,cairo nasr city 1st zone,5500000.0,27500.0,200.0,3.0,2.0,7.0,1,Main Street,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Apartment,cairo new cairo bait el watan second neighborhood,2700000.0,21600.0,125.0,2.0,1.0,2.0,1,Side Street,,0,1
Commercial,dakahlia dekernes met el sodan,3200000.0,8000.0,400.0,,,,1,Side Street,,0,0
Villa,cairo 6th of october garb someed neighborhood 9th,40000000.0,66667.0,600.0,9.0,9.0,,1,Main Street,,0,0
Villa,https://aqarmap.com.eg/en/listing/6905710 projects lavista cascada,24800000.0,165333.0,,90.0,90.0,,1,Pool,"Security, Swimming Pool, Gym, Parking, Garden, Balcony",6,1
Villa,https://aqarmap.com.eg/en/listing/6905593 projects sky capital,23741850.0,67834.0,,,1.0,,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905590 projects sky capital,21633540.0,61810.0,,,1.0,,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905592 projects sky capital,19797978.0,56566.0,,,1.0,,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905586 projects sky capital,11975190.0,63027.0,,,1.0,0.0,1,Garden,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905589 projects sky capital,16406140.0,46875.0,,,1.0,,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905582 projects sky capital,10356303.0,,,,1.0,3.0,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905581 projects sky capital,9692166.0,,,,1.0,1.0,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905575 projects sky capital,7630960.0,,,,1.0,5.0,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905573 projects sky capital,4994070.0,,,,1.0,5.0,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905572 projects sky capital,4168289.0,,,,1.0,1.0,1,Main Street,"Security, Garden",2,1
Villa,https://aqarmap.com.eg/en/listing/6905574 projects sky capital,7141596.0,,,,1.0,7.0,1,Main Street,"Security, Garden",2,1
Apartment,cairo nasr city abbas el akkad,4100000.0,22778.0,180.0,3.0,2.0,,1,Side Street,Balcony,1,0
Apartment,cairo new cairo suez rd,3970000.0,25613.0,155.0,3.0,2.0,1.0,1,Main Street,"Elevator, Water Meter, Natural Gas, Electricity Meter, Parking, Balcony",6,1
Villa,https://aqarmap.com.eg/en/listing/6905513 projects the phoenix swan lake residence,35300000.0,199435.0,,14.0,,,1,Garden,"Security, Swimming Pool, Garden",3,1
Villa,https://aqarmap.com.eg/en/listing/6905511 projects the phoenix swan lake residence,20500000.0,133550.0,,14.0,,,1,Main Street,"Security, Swimming Pool, Garden",3,1
Villa,https://aqarmap.com.eg/en/listing/6905512 projects the phoenix swan lake residence,31300000.0,201935.0,,14.0,,,1,Garden,"Security, Swimming Pool, Garden",3,1
Villa,https://aqarmap.com.eg/en/listing/6905510 projects the phoenix swan lake residence,19100000.0,133550.0,,14.0,,,1,Main Street,"Security, Swimming Pool, Garden",3,1
Villa,https://aqarmap.com.eg/en/listing/6905508 projects the phoenix swan lake residence,23900000.0,217273.0,,14.0,,0.0,1,Garden,"Security, Swimming Pool, Garden",3,1
Villa,https://aqarmap.com.eg/en/listing/6905509 projects the phoenix swan lake residence,27400000.0,210769.0,,14.0,,0.0,1,Garden,"Security, Swimming Pool, Garden",3,1
Apartment,cairo manial lmnyl lgrby,2250000.0,20455.0,110.0,3.0,1.0,3.0,1,Side Street,,0,0
Apartment,cairo 6th of october central axis,3800000.0,19000.0,200.0,3.0,3.0,2.0,1,Back,Balcony,1,0
Apartment,cairo shoubra el sahel menyat as serg st,3500000.0,17500.0,200.0,6.0,2.0,4.0,1,Main Street,"Water Meter, Natural Gas, Electricity Meter, Balcony",4,0
Apartment,cairo new heliopolis lhy lsds,2000000.0,21277.0,94.0,2.0,1.0,1.0,1,Side Street,,0,0
Roof,cairo new cairo el banafsg el banafsag villas,5500000.0,22917.0,240.0,3.0,3.0,3.0,1,Garden,Garden,1,0
Apartment,cairo el haram bolak el dakror nahia st,450000.0,5000.0,90.0,3.0,1.0,2.0,1,Side Street,"Elevator, Water Meter, Electricity Meter, Security, Balcony",5,0
Apartment,cairo new cairo el ahyaa fourth neighborhood street 1,5500000.0,32353.0,170.0,2.0,2.0,2.0,1,Main Street,,0,0
Apartment,cairo 6th of october hadaeq october compounds degla gardens,1900000.0,23750.0,80.0,2.0,1.0,4.0,1,Side Street,"Water Meter, Natural Gas, Electricity Meter, Security, Garden, Balcony",6,0
Roof,cairo 6th of october hadaeq october compounds hay el ashgar,7000000.0,34653.0,202.0,4.0,3.0,5.0,1,Side Street,,0,0
Duplex,cairo nasr city 9th zone ahmed el zomor st,22000000.0,36667.0,600.0,,,,1,Main Street,,0,0
Studio,cairo 6th of october el ahyaa neighborhood 3rd nasr ammar st,1250000.0,20833.0,60.0,1.0,1.0,1.0,1,Main Street,"Water Meter, Electricity Meter, Garden",3,0
Apartment,cairo 6th of october el ahyaa neighborhood 1st rich bake st,4600000.0,21905.0,210.0,3.0,2.0,2.0,1,Main Street,"Elevator, Water Meter, Parking, Balcony",4,0
Apartment,cairo new administrative capital r8 winter park compound dominar,3966000.0,30984.0,128.0,2.0,2.0,1.0,1,Main Street,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",6,1
Apartment,cairo new cairo el banafsg el banafsag 3,8800000.0,36066.0,244.0,3.0,2.0,2.0,1,Side Street,,0,0
Apartment,cairo new cairo first settlement neighbourhood 10 el shaheed abdul fattah ahmed st,6700000.0,31163.0,215.0,3.0,2.0,3.0,1,Main Street,,0,0
Roof,cairo new cairo el banafsg el banafsag 11 suleiman al halabi st,7500000.0,41667.0,180.0,3.0,3.0,3.0,1,Garden,Garden,1,0
Apartment,cairo new cairo el narges el narges 1 badr khan ali st,5750000.0,25000.0,230.0,3.0,2.0,0.0,1,Main Street,Garden,1,0
Apartment,cairo new cairo el banafsg el banafsag 3,9000000.0,36885.0,244.0,3.0,2.0,2.0,1,Main Street,,0,0
Duplex,cairo new cairo el ahyaa fifth neighborhood akhnaton st,4500000.0,27108.0,166.0,3.0,2.0,2.0,1,Main Street,,0,0
Apartment,cairo new cairo dar misr dar misr el andalous,3200000.0,24615.0,130.0,3.0,2.0,4.0,1,Main Street,,0,0
Apartment,cairo new cairo first settlement neighbourhood 8 mahmoud ismail st,1500000.0,18519.0,81.0,2.0,1.0,4.0,1,Main Street,,0,0
Apartment,cairo new cairo compounds gardenia hights abo el hawl abo el hawl 1,2850000.0,20357.0,140.0,3.0,1.0,4.0,1,Main Street,Garden,1,0
Apartment,cairo new cairo el narges el narges omarat mohamed sabry abu alam st,5200000.0,31515.0,165.0,3.0,2.0,1.0,1,Main Street,,0,0
Apartment,cairo new cairo compounds gardenia hights abo el hawl abo el hawl 1,4500000.0,28125.0,160.0,3.0,2.0,1.0,1,Main Street,Garden,1,0
Apartment,cairo 6th of october el ahyaa neighborhood 2nd divided from al kafrawei st,3280000.0,24296.0,135.0,3.0,2.0,1.0,1,Side Street,,0,0
Apartment,cairo manial saeed zulfiqar st,4250000.0,30357.0,140.0,3.0,1.0,1.0,1,Side Street,,0,0
Apartment,cairo 6th of october el ahyaa neighborhood 4th neighbourhood 2,2095000.0,13967.0,150.0,3.0,2.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Apartment,cairo 6th of october el ahyaa neighborhood 2nd street 2,4750000.0,21591.0,220.0,4.0,3.0,3.0,1,Main Street,"Security, Balcony",2,0
Apartment,cairo new cairo new narges,5450000.0,32831.0,166.0,4.0,3.0,1.0,1,Side Street,,0,1
Office,cairo new administrative capital the governmental district mid z mall zaytoun,4139838.0,81173.0,51.0,1.0,1.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Parking, Garden",5,1
Apartment,cairo 6th of october el ahyaa neighborhood 2nd divided from al kafrawei st,2200000.0,17600.0,125.0,2.0,2.0,0.0,1,Main Street,"Security, Balcony",2,0
Apartment,cairo new cairo 6th settlement compounds jiwar residence compound concrete,6706800.0,48600.0,138.0,3.0,3.0,2.0,1,Garden,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",6,1
Apartment,cairo new cairo el lotus lotus south,4450000.0,29667.0,150.0,3.0,2.0,2.0,1,Garden,Garden,1,0
Duplex,cairo nasr city abou dawoud el zaheri,55000000.0,73333.0,750.0,,,,1,Main Street,,0,0
Apartment,gharbia el mahallah el kubra el sabaa banat abd el raheem sabry st,2210000.0,13000.0,170.0,3.0,2.0,7.0,1,Side Street,,0,0
Office,cairo new administrative capital mu23 core the business hub ccr,2000000.0,68966.0,29.0,1.0,1.0,7.0,1,Main Street,"Elevator, Water Meter, Security, Parking, Garden",5,1
Apartment,cairo nasr city el hay el thamin al taqa mohammed mostafa el sayed st,7000000.0,29167.0,240.0,4.0,2.0,5.0,1,Side Street,"Elevator, Security",2,0
Apartment,cairo 6th of october compounds el gannah el khadhraa,3450000.0,29237.0,118.0,3.0,2.0,1.0,1,Main Street,"Water Meter, Natural Gas, Electricity Meter, Security, Balcony",5,0
Apartment,cairo new cairo new narges,4800000.0,30189.0,159.0,3.0,2.0,1.0,1,Side Street,,0,1
Commercial,cairo new administrative capital r3 dh byr mwl,5031751.0,107059.0,47.0,,,1.0,1,Main Street,"Security, Parking, Garden",3,1
Apartment,cairo 6th of october hadaeq october compounds lake front,4800000.0,30573.0,157.0,3.0,3.0,3.0,1,Main Street,Balcony,1,0
Apartment,cairo new cairo el andalous al andalus 1,3500000.0,24138.0,145.0,3.0,2.0,1.0,1,Main Street,,0,0
Office,cairo nasr city hay el sefarat sifarat st,15000000.0,75000.0,200.0,4.0,3.0,1.0,1,Main Street,,0,0
Apartment,cairo 6th of october compounds kyn,4000000.0,30769.0,130.0,2.0,2.0,2.0,0,Main Street,"Security, Balcony",2,0
Apartment,cairo 6th of october hadaeq october mosalsal 3,1700000.0,12143.0,140.0,3.0,2.0,3.0,1,Side Street,"Elevator, Balcony",2,0
Apartment,cairo 6th of october hadaeq october compounds djlh blmz m mr lmrshdy,1500000.0,18750.0,80.0,2.0,1.0,3.0,1,Main Street,"Security, Balcony",2,0
Apartment,cairo new cairo dar misr dar misr el andalous,3750000.0,27778.0,135.0,3.0,2.0,5.0,1,Main Street,,0,0
Apartment,cairo al oubour compounds lake house compound brevan,4254000.0,23633.0,180.0,3.0,3.0,2.0,1,Main Street,,0,1
Apartment,cairo hadayek el ahram lmntqh l,2050000.0,15891.0,129.0,3.0,2.0,1.0,1,Side Street,"Security, Garden",2,0
Apartment,cairo new cairo compounds gardenia hights abo el hawl abo el hawl 3,3400000.0,26154.0,130.0,3.0,1.0,3.0,1,Back,Garden,1,0
Apartment,cairo el mohandesen lebnan square,6700000.0,36022.0,186.0,3.0,3.0,2.0,1,Other,"Elevator, Water Meter, Natural Gas, Security, Balcony",5,0
Apartment,alexandria kafr abdo hussein basha st,3400000.0,34000.0,100.0,3.0,1.0,2.0,1,Other,,0,0
Apartment,cairo new administrative capital r5 garden city compound city edge,6000000.0,36585.0,164.0,3.0,2.0,4.0,1,Main Street,"Elevator, Water Meter, Security, Garden, Balcony",5,0
Apartment,cairo new cairo compounds cairo new cairo compounds regents park,14299000.0,76059.0,188.0,3.0,3.0,2.0,1,Garden,Garden,1,0
Duplex,cairo nasr city mostafa el nahaas st,62500000.0,62500.0,1000.0,,,,1,Main Street,,0,0
Apartment,cairo new cairo new narges,5274000.0,33592.0,157.0,3.0,2.0,2.0,1,Side Street,,0,1
Apartment,cairo 6th of october compounds jazebyea compound upwyde,4500000.0,33582.0,134.0,2.0,3.0,1.0,0,Main Street,"Security, Balcony",2,0
Apartment,cairo new cairo el banafsg el banafsag 5 zakaria ahmed st,8200000.0,41000.0,200.0,3.0,2.0,2.0,1,Main Street,,0,0
Apartment,cairo al oubour compounds lake house compound brevan,3921400.0,22667.0,173.0,3.0,2.0,5.0,1,Main Street,,0,1
Apartment,cairo hadayek el ahram mntq h,2470000.0,18296.0,135.0,3.0,2.0,3.0,1,Side Street,"Elevator, Security, Balcony",3,0
Apartment,cairo dokki msdq,5500000.0,36667.0,150.0,3.0,2.0,2.0,1,Other,"Elevator, Natural Gas, Security",3,0
Apartment,cairo al oubour compounds lake house compound brevan,3684000.0,23768.0,155.0,3.0,3.0,5.0,1,Main Street,Garden,1,1
Apartment,cairo al oubour compounds lake house compound brevan,3250800.0,23903.0,136.0,2.0,2.0,1.0,1,Garden,Garden,1,1
Apartment,cairo al oubour compounds lake house compound brevan,4660600.0,29876.0,156.0,3.0,2.0,1.0,1,Pool,,0,1
Apartment,cairo new cairo llwts ljdyd,7000000.0,31818.0,220.0,3.0,3.0,1.0,1,Side Street,,0,1
Duplex,cairo 6th of october el ahyaa neighborhood 4th neighborhood 5,4800000.0,19200.0,250.0,3.0,3.0,1.0,1,Main Street,"Security, Garden, Balcony",3,0
Apartment,alexandria sporting shr bwr s yd,12000000.0,46154.0,260.0,4.0,3.0,10.0,1,Main Street,,0,0
Apartment,cairo new cairo compounds sarai,5100000.0,38636.0,132.0,3.0,2.0,5.0,1,Main Street,"Elevator, Security, Parking, Garden, Balcony",5,0
Apartment,cairo shoubra rod el farag kholosi st,5020000.0,53978.0,93.0,,,,1,Side Street,,0,0
Commercial,cairo faisal el kom el akhder el khalifa el maamoun st,700000.0,14000.0,50.0,,,1.0,1,Side Street,Security,1,0
Office,cairo heliopolis el thawra,20000000.0,95238.0,210.0,4.0,2.0,2.0,1,Main Street,,0,0
Apartment,cairo 6th of october hadaeq october compounds el fardoos city,7100000.0,23667.0,300.0,4.0,3.0,2.0,1,Main Street,"Security, Garden, Balcony",3,0
Apartment,cairo new cairo compounds sephora heights,10000000.0,90909.0,110.0,2.0,1.0,2.0,1,Garden,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",6,1
Apartment,cairo el mohandesen shr lbnn,6000000.0,46154.0,130.0,2.0,2.0,1.0,1,Other,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security",5,0
Apartment,cairo new cairo compounds el patio oro,7150000.0,59583.0,120.0,2.0,2.0,0.0,1,Garden,Garden,1,0
Duplex,cairo faisal el matbeaa amr ibn al aas st,2000000.0,6667.0,300.0,6.0,4.0,10.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Villa,north coast resorts amwaj amwaj 1,19500000.0,97500.0,200.0,,,,1,Pool,,0,0
Apartment,cairo new cairo new narges,4250000.0,25000.0,170.0,3.0,2.0,4.0,1,Side Street,,0,0
Apartment,cairo 6th of october central axis,4200000.0,20690.0,203.0,3.0,2.0,3.0,1,Main Street,"Elevator, Security, Balcony",3,0
Apartment,cairo shoubra rod el farag kholosi st,5200.0,56.0,93.0,,,,1,Side Street,,0,0
Apartment,cairo new cairo compounds cavali compound al basiony,5900000.0,55140.0,107.0,2.0,2.0,3.0,0,Plaza,"Elevator, Water Meter, Security, Swimming Pool, Balcony",5,1
Apartment,cairo new cairo north rehab other neighborhoods in north rehab,4900000.0,28000.0,175.0,3.0,3.0,1.0,1,Garden,Garden,1,1
Apartment,cairo 6th of october hadaeq october compounds badya compound palm hills,7163139.0,54680.0,131.0,2.0,3.0,1.0,1,Main Street,"Security, Balcony",2,0
Apartment,cairo 6th of october compounds diar el tameer,7800000.0,31076.0,251.0,3.0,3.0,2.0,1,Main Street,"Elevator, Security, Parking, Balcony",4,0
Apartment,cairo el sheikh zayed city el hay elawel street 10,3300000.0,30000.0,110.0,3.0,1.0,1.0,1,Main Street,"Elevator, Water Meter, Electricity Meter",3,0
Apartment,cairo el haram el talbya shr shl hmz,1500000.0,10345.0,145.0,3.0,2.0,5.0,1,Main Street,"Elevator, Natural Gas, Electricity Meter, Security, Balcony",5,0
Apartment,cairo new cairo bait el watan shml byt lwtn,5024500.0,29556.0,170.0,3.0,3.0,2.0,1,Side Street,,0,1
Apartment,cairo new cairo compounds azad,12500000.0,70621.0,177.0,3.0,3.0,2.0,1,Garden,Garden,1,0
Commercial,cairo nasr city abbas el akkad,45000000.0,45000.0,1000.0,,,1.0,1,Main Street,,0,0
Apartment,cairo new administrative capital r7 scenario,7756988.0,47589.0,163.0,3.0,2.0,5.0,1,Main Street,"Elevator, Security, Parking, Garden, Balcony",5,1
Office,cairo new cairo compounds cairo festival city dh bwdywm cairo festival city,24900000.0,259375.0,96.0,2.0,1.0,2.0,1,Main Street,,0,0
Apartment,cairo dokki manteqt nadi el syd,8300000.0,36087.0,230.0,3.0,3.0,6.0,1,Other,"Elevator, Security, Balcony",3,0
Duplex,cairo new cairo el kornfol el kornfol 1,12380000.0,34873.0,355.0,5.0,3.0,0.0,1,Main Street,,0,1
Apartment,cairo heliopolis compounds mrywt rysydns a capital holding,17610000.0,110063.0,160.0,3.0,3.0,2.0,1,Plaza,"Elevator, Water Meter, Security, Swimming Pool, Balcony",5,0
Apartment,cairo 6th of october compounds tiba gardens,4500000.0,29032.0,155.0,3.0,2.0,1.0,1,Garden,"Water Meter, Natural Gas, Electricity Meter, Garden, Balcony",5,0
Apartment,cairo new cairo bait el watan first neighborhood,5970000.0,27136.0,220.0,3.0,3.0,2.0,1,Side Street,,0,1
Apartment,cairo new cairo compounds azad,9500000.0,67857.0,140.0,2.0,2.0,2.0,1,Garden,Garden,1,0
Apartment,cairo new administrative capital r7 oia,10822500.0,58500.0,185.0,3.0,2.0,8.0,1,Main Street,"Elevator, Security, Parking, Garden, Balcony",5,1
Apartment,cairo new cairo bait el watan south suez road el hay el takmely,3606000.0,27527.0,131.0,3.0,2.0,0.0,1,Side Street,Garden,1,1
Apartment,cairo new cairo new narges,4480000.0,28000.0,160.0,3.0,2.0,1.0,1,Side Street,,0,1
Apartment,cairo new cairo el andalous al andalus 1,4370000.0,24011.0,182.0,3.0,3.0,3.0,1,Side Street,,0,0
Apartment,cairo new cairo el andalous al andalus 1,4000000.0,23529.0,170.0,3.0,2.0,2.0,1,Side Street,,0,1
Apartment,cairo new cairo bait el watan second neighborhood,6657000.0,33285.0,200.0,3.0,3.0,2.0,1,Side Street,,0,1
Apartment,cairo new cairo compounds mountain view hyde park,10000000.0,52632.0,190.0,3.0,3.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,1
Office,cairo new administrative capital ldwn twn one bay mall business bay,2349000.0,93960.0,25.0,1.0,1.0,6.0,0,Main Street,"Elevator, Water Meter, Security, Parking, Garden",5,1
Apartment,cairo el agouza aswan square,5100000.0,40800.0,125.0,2.0,2.0,6.0,1,Other,"Elevator, Security",2,0
Villa,cairo new administrative capital r8 qamari compound new event,10000000.0,44444.0,225.0,3.0,2.0,,1,Garden,Garden,1,1
Penthouse,cairo new cairo compounds fifth square,11499999.0,68862.0,167.0,3.0,3.0,3.0,1,Garden,Garden,1,0
Apartment,cairo new cairo lrhb city mtdd lrhb phase 7,7000000.0,58824.0,119.0,3.0,3.0,3.0,1,Other,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security, Balcony",6,0
Apartment,cairo 6th of october compounds tiba gardens,3400000.0,22667.0,150.0,3.0,2.0,1.0,0,Garden,"Water Meter, Security, Garden, Balcony",4,0
Apartment,cairo new administrative capital r8 madai compound larz,4018000.0,36527.0,110.0,2.0,2.0,3.0,1,Main Street,"Elevator, Security, Garden",3,1
Office,cairo new administrative capital r7 wy twrz,7983756.0,145159.0,55.0,1.0,1.0,8.0,1,Main Street,"Elevator, Security, Parking",3,1
Office,cairo new cairo 90th street south teseen st,25500000.0,179577.0,142.0,3.0,1.0,2.0,1,Main Street,,0,0
Apartment,cairo new administrative capital r7 green avenue,4000000.0,17021.0,235.0,3.0,3.0,3.0,0,Main Street,"Elevator, Water Meter, Security, Balcony",4,1
Apartment,cairo dokki el batal ahmed abd el aziz,8100000.0,39901.0,203.0,3.0,3.0,1.0,1,Other,"Elevator, Security",2,0
Apartment,cairo 6th of october compounds pearl pyramids,7500000.0,33333.0,225.0,3.0,3.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Balcony",4,0
Office,cairo new administrative capital mntq l ml lmrkzyh tj twr,8955954.0,124388.0,72.0,1.0,1.0,10.0,1,Main Street,"Elevator, Water Meter, Security, Parking, Garden",5,1
Medical,cairo dokki msdq,5250000.0,72917.0,72.0,2.0,1.0,1.0,0,Other,"Elevator, Security",2,0
Office,cairo new cairo compounds hyde park centre ville hyde park,25500000.0,179577.0,142.0,3.0,1.0,2.0,1,Plaza,,0,0
Apartment,cairo 6th of october compounds garden hills,6150000.0,30750.0,200.0,3.0,2.0,1.0,1,Garden,"Water Meter, Security, Garden, Balcony",4,0
Office,cairo new administrative capital mu23 vasto plaza mall cld,11160000.0,310000.0,36.0,1.0,1.0,0.0,1,Main Street,,0,1
Apartment,cairo el sheikh zayed city compounds kmbwnd fyldj wyst dr llttwyr,5000000.0,35714.0,140.0,3.0,3.0,5.0,1,Main Street,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security",5,0
Apartment,cairo dokki mohey el din abo el ezz,8750000.0,38889.0,225.0,3.0,3.0,6.0,1,Other,"Elevator, Security",2,0
Apartment,cairo heliopolis sheraton el moltaka el arabi st,7500000.0,46875.0,160.0,3.0,2.0,1.0,1,Main Street,Garden,1,0
Apartment,gharbia el mahallah el kubra abou radi mohamed el mahdi st,1627500.0,10500.0,155.0,3.0,2.0,3.0,1,Side Street,,0,1
Penthouse,cairo el maadi compounds ashgar darna,5700000.0,27941.0,204.0,3.0,4.0,10.0,1,Main Street,"Security, Garden",2,0
Apartment,cairo 6th of october garb someed neighborhood 11th,7500000.0,34091.0,220.0,3.0,3.0,1.0,1,Main Street,,0,0
Office,cairo el maadi zahraa el maadi zahraa el maadi st,8500000.0,44737.0,190.0,2.0,2.0,3.0,1,Main Street,"Elevator, Water Meter, Security, Parking",4,0
Roof,cairo 6th of october hadaeq october el fardoos city al fardoos st,4800000.0,28235.0,170.0,3.0,2.0,3.0,1,Main Street,"Elevator, Security, Balcony",3,0
Apartment,cairo new cairo gharb el golf alaa elsaadany st,7992000.0,36000.0,222.0,3.0,3.0,1.0,1,Side Street,Balcony,1,0
Apartment,cairo new cairo llwts ljdyd,5670000.0,30000.0,189.0,3.0,3.0,2.0,1,Side Street,,0,1
Apartment,cairo 6th of october hadaeq october compounds badya compound palm hills,7800000.0,43820.0,178.0,3.0,4.0,4.0,1,Main Street,,0,0
Apartment,cairo el sheikh zayed city el hay eltaseaa area 1 el bostan st,7650000.0,34773.0,220.0,4.0,3.0,1.0,1,Garden,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security, Garden",6,0
Villa,cairo 6th of october garb someed neighborhood 5th,25000000.0,50000.0,500.0,15.0,12.0,,1,Main Street,,0,0
Apartment,cairo 6th of october compounds garden hills,6150000.0,30750.0,200.0,3.0,2.0,1.0,1,Garden,"Elevator, Water Meter, Natural Gas, Electricity Meter, Security, Garden",6,0
Apartment,cairo 6th of october el ahyaa neighborhood 4th school st,3700000.0,21765.0,170.0,3.0,2.0,1.0,1,Main Street,,0,0
Apartment,cairo el sheikh zayed city el hay elasher street 100,3100000.0,22963.0,135.0,2.0,1.0,4.0,1,Main Street,"Elevator, Water Meter, Natural Gas, Electricity Meter",4,0
Apartment,cairo 6th of october el ahyaa neighborhood 3rd nasr ammar st,3800000.0,21111.0,180.0,3.0,2.0,4.0,1,Main Street,,0,0
Apartment,cairo new cairo lmstqbl syty compounds lbwskw syty la natura il bosco misr italia,4500000.0,34884.0,129.0,2.0,2.0,6.0,1,Garden,Garden,1,0
Apartment,cairo 6th of october compounds dream land bahgat buildings,14700000.0,43235.0,340.0,4.0,3.0,4.0,1,Other,"Elevator, Water Meter, Natural Gas, Security, Balcony",5,0
Studio,cairo new cairo compounds cavali compound al basiony,2368365.0,59209.0,40.0,1.0,1.0,2.0,1,Lake,,0,1
Office,cairo el maadi compounds kmbwnd wn qtmyh m mr lmrshdy,11500000.0,71875.0,160.0,5.0,2.0,6.0,1,Main Street,,0,0
Apartment,cairo 6th of october garb someed neighborhood 7th,6800000.0,34000.0,200.0,3.0,2.0,3.0,1,Main Street,"Security, Balcony",2,0
Apartment,cairo 6th of october el ahyaa neighborhood 4th street 2,2800000.0,18667.0,150.0,3.0,2.0,1.0,1,Main Street,,0,0
Commercial,cairo el shorouk compounds city club mall aswaq,6028675.0,102181.0,59.0,,,1.0,1,Main Street,"Security, Parking, Garden",3,0
Apartment,cairo new cairo gharb el golf alaa elsaadany st,10500000.0,43750.0,240.0,3.0,3.0,1.0,0,Main Street,Garden,1,0
Apartment,cairo 6th of october central axis,4200000.0,20690.0,203.0,3.0,2.0,3.0,1,Other,"Elevator, Water Meter, Security, Parking, Balcony",5,0
Apartment,cairo new administrative capital r8 kardia capital link,4868680.0,32896.0,148.0,3.0,2.0,5.0,0,Main Street,,0,1
Apartment,cairo 6th of october el ahyaa neighborhood 3rd street 42,2650000.0,20385.0,130.0,2.0,1.0,3.0,1,Main Street,"Elevator, Security, Balcony",3,0
Apartment,cairo 6th of october el ahyaa neighborhood 4th street 2,3200000.0,21333.0,150.0,3.0,2.0,3.0,1,Main Street,,0,0
